tanggal_pemesanan,nomor_kontrak_retail,pelanggan,jenis,nama_proyek,product,area,nilai,status
2/15/2019,SO/UR/02-2019/11578,Plg 15248637,Perorangan,Pry rm8d9x70,K-300,Cibitung,10725000,Approved
2/15/2019,SO/UR/02-2019/11579,Plg 15248673,Perorangan,Pry rx87m09d,K-325,Cakung,7799000,Approved
2/15/2019,SO/UR/02-2019/11580,Plg 15248736,PT,Pry rx87m9d0,K-300,Cikupa,159266250,Approved
2/15/2019,SO/UR/02-2019/11581,Plg 14683257,Perorangan,Pry rx098m7d,K-250,Pulo Gadung,15497625,Approved
2/15/2019,SO/UR/02-2019/11582,Plg 15248763,Perorangan,Pry rx87m90d,K-300,Taman Anggrek II,17325000,Approved
2/15/2019,SO/UR/02-2019/11583,Plg 15263478,PT,Pry rx870dm9,"K-350 ,K-350 N",Cikupa,44708813,Approved
2/15/2019,SO/UR/02-2019/11584,Plg 12376548,PT,Pry rx9dm870,K-300,Tanah Abang,9083250,Approved
2/15/2019,SO/UR/02-2019/11585,Plg 15263487,CV,Pry rx870d9m,K-400 N,Dawuan,6600000,Approved
2/15/2019,SO/UR/02-2019/11586,Plg 15263748,PT,Pry rx870md9,K-300,Lenteng Agung,62122500,Approved
2/15/2019,SO/UR/02-2019/11587,Plg 15263784,Perorangan,Pry rx870m9d,K-300,BSD,67375000,Approved
2/15/2019,SO/UR/02-2019/11588,Plg 12658734,PT,Pry rd079m8x,K-350 N,Kebon Jeruk,87862500,Approved
2/15/2019,SO/UR/02-2019/11589,Plg 15263847,Perorangan,Pry rx8709dm,K-225,Bandung Timur,10791000,Approved
2/15/2019,SO/UR/02-2019/11590,Plg 12534786,Perorangan,Pry rdx8m097,K-300,Tanah Abang,8922375,Approved
2/15/2019,SO/UR/02-2019/11591,Plg 12534786,Perorangan,Pry rdx8m097,K-250,Tanah Abang,33687500,Approved
2/15/2019,SO/UR/02-2019/11592,Plg 15263874,Perorangan,Pry rdm80x97,K-225,Taman Anggrek II,4400000,Approved
2/15/2019,SO/UR/02-2019/11594,Plg 13524687,PT,Pry rmd780x9,K-225 N,Bandung Barat,19955375,Approved
2/15/2019,SO/UR/02-2019/11595,Plg 15264378,Perorangan,Pry rx8709md,K-225,Casablanca,22550000,Approved
2/15/2019,SO/UR/02-2019/11596,Plg 15264387,PT,Pry rx879dm0,K-300,Pulo Gadung,62089500,Approved
2/15/2019,SO/UR/02-2019/11597,Plg 15264738,Perorangan,Pry rx879d0m,K-250,Cakung,10791000,Approved
2/15/2019,SO/UR/02-2019/11598,Plg 15264783,Perorangan,Pry rx879md0,K-225 N,Mauk,22483313,Approved
2/15/2019,SO/UR/02-2019/11599,Plg 15248376,Perorangan,Pry rx87m0d9,K-250,Dadap,38135625,Approved
2/15/2019,SO/UR/02-2019/11600,Plg 13874562,Perorangan,Pry rx8d7m90,K-225 N,Bandung Barat,9274375,Approved
2/16/2019,SO/UR/02-2019/11601,Plg 12385764,PT,Pry rdm89x70,K-500,Cakung,14861000,Approved
2/16/2019,SO/UR/02-2019/11602,Plg 12784536,Perorangan,Pry rd8m709x,K-250,Cikupa,148603125,Approved
2/16/2019,SO/UR/02-2019/11603,Plg 15264837,Perorangan,Pry rx879m0d,K-300,Cakung,6497563,Approved
2/16/2019,SO/UR/02-2019/11604,Plg 15264873,Perorangan,Pry rx8790dm,K-300,Tanah Abang,10784125,Approved
2/16/2019,SO/UR/02-2019/11605,Plg 15264387,PT,Pry rd7m8x09,K-300,Cibubur,6121500,Approved
2/16/2019,SO/UR/02-2019/11606,Plg 15267348,Perorangan,Pry rx8790md,K-250 N,Bandung Barat,26437125,Approved
2/16/2019,SO/UR/02-2019/11607,Plg 15267384,Perorangan,Pry rx7dm098,K-500,Cakung,6187500,Approved
2/16/2019,SO/UR/02-2019/11608,Plg 15267438,Perorangan,Pry rx7dm089,K-275,Kebon Jeruk,7997000,Approved
2/16/2019,SO/UR/02-2019/11609,Plg 13826745,PT,Pry rm8d09x7,K-300 N,Bandung Barat,31762500,Approved
2/16/2019,SO/UR/02-2019/11610,Plg 13864572,PT,Pry rm89dx70,K-350 N,Tanah Abang,56210000,Approved
2/16/2019,SO/UR/02-2019/11611,Plg 15267483,CV,Pry rx7dm908,K-250,Delta Mas,11088000,Approved
2/16/2019,SO/UR/02-2019/11612,Plg 13864257,PT,Pry rm8079dx,K-300,Sentul,110687500,Approved
2/16/2019,SO/UR/02-2019/11613,Plg 15267834,Perorangan,Pry rx7dm980,K-250,Cibitung,4393125,Approved
2/16/2019,SO/UR/02-2019/11614,Plg 15267843,Perorangan,Pry rx7dm809,K-250,Lenteng Agung,5692500,Approved
2/16/2019,SO/UR/02-2019/11615,Plg 13567284,Perorangan,Pry rmx9d087,K-300,Bandung Barat,112268750,Approved
2/16/2019,SO/UR/02-2019/11616,Plg 12674358,Perorangan,Pry rd078xm9,K-350,Dadap,8543563,Approved
2/16/2019,SO/UR/02-2019/11617,Plg 14876352,PT,Pry rx80d79m,K-225,Sentul,2660625,Approved
2/16/2019,SO/UR/02-2019/11618,Plg 15237648,Perorangan,Pry rx89dm70,K-350,Cibitung,5018750,Approved
2/16/2019,SO/UR/02-2019/11619,Plg 13874562,Perorangan,Pry rx8d7m90,K-225 N,Bandung Barat,1952500,Approved
2/16/2019,SO/UR/02-2019/11620,Plg 14537628,Perorangan,Pry rxmd8097,K-300,Sentul,28105000,Approved
2/16/2019,SO/UR/02-2019/11621,Plg 12546837,CV,Pry rx7dm890,K-250,Cibubur,22093500,Approved
2/16/2019,SO/UR/02-2019/11622,Plg 14285736,Perorangan,Pry rx7d0m98,K-250,Sentul,26796000,Approved
2/16/2019,SO/UR/02-2019/11623,Plg 14526783,Perorangan,Pry rxd708m9,K-250,Dawuan,2772000,Approved
2/16/2019,SO/UR/02-2019/11624,Plg 15268347,PT,Pry rx7d0m89,K-225,Lenteng Agung,40466250,Approved
2/16/2019,SO/UR/02-2019/11625,Plg 13867524,PT,Pry rm890xd7,K-350 N,Cibubur,9075000,Approved
2/16/2019,SO/UR/02-2019/11626,Plg 14625378,Perorangan,Pry rxm87d90,K-225,Pulo Gadung,13109250,Approved
2/16/2019,SO/UR/02-2019/11627,Plg 15268374,Perorangan,Pry rx7d09m8,K-300,Tanah Abang,15400000,Approved
2/16/2019,SO/UR/02-2019/11631,Plg 15268437,Perorangan,Pry rx7d098m,K-250,Sentul,18865000,Approved
2/16/2019,SO/UR/02-2019/11632,Plg 12864357,Perorangan,Pry rdm90x78,K-350,Sentul,44962500,Approved
2/16/2019,SO/UR/02-2019/11633,Plg 15268473,Perorangan,Pry rx7d08m9,K-250,Cibitung,11550000,Approved
2/16/2019,SO/UR/02-2019/11634,Plg 14236587,PT,Pry rm897d0x,K-350,Dadap,3093750,Approved
2/16/2019,SO/UR/02-2019/11635,Plg 13426578,PT,Pry rmd0879x,K-300 N,Cibitung,12993750,Approved
2/16/2019,SO/UR/02-2019/11636,Plg 15268734,Perorangan,Pry rx7d089m,K-225,Casablanca,6737500,Approved
2/16/2019,SO/UR/02-2019/11637,Plg 15268743,Perorangan,Pry rx7d9m08,K-250,Bekasi,10106250,Approved
2/16/2019,SO/UR/02-2019/11638,Plg 13682574,CV,Pry rm087d9x,K-300,Cilacap,10120000,Approved
2/16/2019,SO/UR/02-2019/11639,Plg 15264378,Perorangan,Pry rdmx0798,K-225,Casablanca,4510000,Approved
2/16/2019,SO/UR/02-2019/11640,Plg 15273468,Perorangan,Pry rx7d9m80,K-225 N,Bandung Timur,65645250,Approved
2/16/2019,SO/UR/02-2019/11641,Plg 15273486,Perorangan,Pry rx7d90m8,K-225,Cibubur,17490000,Approved
2/16/2019,SO/UR/02-2019/11642,Plg 12534768,Perorangan,Pry rdmx0798,K-250,Tanah Abang,54697500,Approved
2/16/2019,SO/UR/02-2019/11643,Plg 12546837,CV,Pry rx87md09,K-250,Green Lake,1699500,Approved
2/16/2019,SO/UR/02-2019/11644,Plg 15273648,Perorangan,Pry rd8m709x,K-250,Cikupa,4606250,Approved
2/16/2019,SO/UR/02-2019/11646,Plg 15273684,Perorangan,Pry rx7d908m,K-250,Sentul,9308750,Approved
2/16/2019,SO/UR/02-2019/11648,Plg 12548376,Perorangan,Pry rdx7098m,K-225,BSD,14245000,Approved
2/16/2019,SO/UR/02-2019/11649,Plg 14362578,Perorangan,Pry rxd0m798,K-300 N,Sentul,13667500,Approved
2/16/2019,SO/UR/02-2019/11650,Plg 14253867,PT,Pry rm7d908x,K-300,Tanah Abang,54208000,Approved
2/16/2019,SO/UR/02-2019/11651,Plg 13865472,Perorangan,Pry rm89xd70,K-300,Kebon Jeruk,13725250,Approved
2/16/2019,SO/UR/02-2019/11652,Plg 12876543,PT,Pry rd7x098m,K-350 N,Sentul,51205000,Approved
2/16/2019,SO/UR/02-2019/11653,Plg 13865274,PT,Pry rx7d98m0,K-450,Kebon Jeruk,34856250,Approved
2/16/2019,SO/UR/02-2019/11655,Plg 13865274,PT,Pry rx7d98m0,K-300,Kebon Jeruk,65340000,Approved
2/16/2019,SO/UR/02-2019/11656,Plg 13865274,PT,Pry rx7d98m0,K-400,Kebon Jeruk,29308125,Approved
2/16/2019,SO/UR/02-2019/11657,Plg 15273846,CV,Pry rx7d980m,K-300,Green Lake,6641250,Approved
2/16/2019,SO/UR/02-2019/11658,Plg 15273864,PT,Pry rx7d8m09,K-300,Taman Anggrek II,7810000,Approved
2/16/2019,SO/UR/02-2019/11659,Plg 13872645,Perorangan,Pry rm897d0x,K-350,Dadap,57337500,Approved
2/17/2019,SO/UR/02-2019/11660,Plg 12467538,PT,Pry rdx098m7,K-300,Tanah Abang,91437500,Approved
2/17/2019,SO/UR/02-2019/11661,Plg 15274368,Perorangan,Pry rx7d8m90,K-250,Taman Anggrek II,3368750,Approved
2/17/2019,SO/UR/02-2019/11662,Plg 15274386,PT,Pry rx7d80m9,K-250,Cilacap,6497563,Approved
2/17/2019,SO/UR/02-2019/11663,Plg 15274638,Perorangan,Pry rx7d809m,K-225,Bandung Timur,18884250,Approved
2/17/2019,SO/UR/02-2019/11664,Plg 14326857,PT,Pry rd98x0m7,K-300,Taman Anggrek II,61228750,Approved
2/17/2019,SO/UR/02-2019/11666,Plg 13684257,PT,Pry rm0879dx,K-125 N,Palimanan,40700000,Approved
2/17/2019,SO/UR/02-2019/11667,Plg 15274683,Perorangan,Pry rdmx0798,K-225,Sentul,23446500,Approved
2/17/2019,SO/UR/02-2019/11669,Plg 15273864,PT,Pry rx7d8m09,K-300,Taman Anggrek II,976250,Approved
2/17/2019,SO/UR/02-2019/11670,Plg 15237846,Perorangan,Pry rx89d7m0,K-300,Kebon Jeruk,33687500,Approved
2/17/2019,SO/UR/02-2019/11672,Plg 15274836,CV,Pry rmd09x78,K-175,Cibubur,11690250,Approved
2/17/2019,SO/UR/02-2019/11674,Plg 13284765,CV,Pry rm0897xd,K-350 N,Dawuan,4048000,Approved
2/17/2019,SO/UR/02-2019/11675,Plg 15274863,Perorangan,Pry rx7d89m0,K-100,Cikupa,2750000,Approved
2/17/2019,SO/UR/02-2019/11676,Plg 14582637,Perorangan,Pry rd9870mx,K-225,Sentul,11385000,Approved
2/17/2019,SO/UR/02-2019/11677,Plg 15237864,Perorangan,Pry rx89d70m,K-300,Cikupa,1848000,Approved
2/17/2019,SO/UR/02-2019/11678,Plg 12534768,Perorangan,Pry rdmx0798,K-250,Tanah Abang,6381375,Approved
2/17/2019,SO/UR/02-2019/11679,Plg 14723856,Perorangan,Pry rx08m7d9,K-350,Taman Anggrek II,8294000,Approved
2/17/2019,SO/UR/02-2019/11681,Plg 15273468,Perorangan,Pry rx7d9m80,K-225 N,Bandung Timur,9891750,Approved
2/17/2019,SO/UR/02-2019/11682,Plg 15276348,Perorangan,Pry rx7d890m,K-225,Lenteng Agung,6390313,Approved
2/17/2019,SO/UR/02-2019/11683,Plg 12475386,Perorangan,Pry rdx9m078,K-350,Casablanca,137156250,Approved
2/17/2019,SO/UR/02-2019/11684,Plg 12467853,PT,Pry rdx0978m,K-300,Casablanca,50490000,Approved
2/17/2019,SO/UR/02-2019/11686,Plg 13857426,Perorangan,Pry rx7md098,K-275,Kebon Jeruk,12589500,Approved
2/17/2019,SO/UR/02-2019/11687,Plg 12674583,Perorangan,Pry rd98x0m7,K-250,Kebon Jeruk,86955000,Approved
2/17/2019,SO/UR/02-2019/11688,Plg 12674583,Perorangan,Pry rxd09m78,K-250,Dadap,12155000,Approved
2/17/2019,SO/UR/02-2019/11689,Plg 14325876,CV,Pry rm78xd09,K-250 N,Tambak Sumur,17320875,Approved
2/18/2019,SO/UR/02-2019/11690,Plg 13875246,Perorangan,Pry rm87d0x9,K-350,Sentul,23402500,Approved
2/18/2019,SO/UR/02-2019/11691,Plg 15276384,PT,Pry rx7md089,K-250,Dadap,17325000,Approved
2/18/2019,SO/UR/02-2019/11692,Plg 14637825,Perorangan,Pry rx0dm897,K-225,Cilacap,24681250,Approved
2/18/2019,SO/UR/02-2019/11693,Plg 14825763,Perorangan,Pry rx98m07d,K-350 N,Kebon Jeruk,18735750,Approved
2/18/2019,SO/UR/02-2019/11694,Plg 13284765,CV,Pry rm0897xd,K-350 N,Dawuan,44528000,Approved
2/18/2019,SO/UR/02-2019/11695,Plg 15273486,Perorangan,Pry rx7d90m8,K-225,Cibubur,874500,Approved
2/18/2019,SO/UR/02-2019/11696,Plg 15276438,Perorangan,Pry rx7md908,K-350,Tanah Abang,23760000,Approved
2/18/2019,SO/UR/02-2019/11697,Plg 15276483,Perorangan,Pry rx7md980,K-225,Sentul,20097000,Approved
2/18/2019,SO/UR/02-2019/11698,Plg 14358762,PT,Pry rxd0m879,K-250,Dawuan,5775000,Approved
2/18/2019,SO/UR/02-2019/11700,Plg 13684725,PT,Pry rm07d9x8,K-250 N,Kertajati Cirebon,9900000,Approved
2/18/2019,SO/UR/02-2019/11701,Plg 13786425,CV,Pry rx7md809,"K-350 ,Fc-30 ",BSD,25093750,Approved
2/18/2019,SO/UR/02-2019/11702,Plg 14782635,Perorangan,Pry rx90d87m,K-300 N,Lenteng Agung,4031500,Approved
2/18/2019,SO/UR/02-2019/11703,Plg 13542678,Perorangan,Pry rmxd8709,K-225,Bandung Barat,5225000,Approved
2/18/2019,SO/UR/02-2019/11704,Plg 15276834,Perorangan,Pry rx7md890,K-300,Tambak Sumur,55440000,Approved
2/18/2019,SO/UR/02-2019/11705,Plg 15248376,Perorangan,Pry rx87m0d9,K-250,Dadap,3547500,Approved
2/18/2019,SO/UR/02-2019/11706,Plg 13872645,Perorangan,Pry rm897d0x,K-350,Dadap,7645000,Approved
2/18/2019,SO/UR/02-2019/11707,Plg 14327865,Perorangan,Pry rx7m0d98,K-225,Mauk,12416250,Approved
2/18/2019,SO/UR/02-2019/11708,Plg 13426758,Perorangan,Pry rmd07x89,K-225,Delta Mas,6160000,Approved
2/18/2019,SO/UR/02-2019/11709,Plg 15276843,Perorangan,Pry rx7m0d89,K-300 N,Bandung Barat,28985000,Approved
2/18/2019,SO/UR/02-2019/11710,Plg 12473586,Perorangan,Pry rdmx0798,K-300,Tanah Abang,6824125,Approved
2/18/2019,SO/UR/02-2019/11711,Plg 13684257,PT,Pry rm0879dx,K-300 N,Palimanan,49087500,Approved
2/18/2019,SO/UR/02-2019/11712,Plg 13864257,PT,Pry rm8079dx,K-300,Sentul,96250000,Approved
2/18/2019,SO/UR/02-2019/11713,Plg 14826357,Perorangan,Pry rx98m70d,K-225,Delta Mas,25001625,Approved
2/18/2019,SO/UR/02-2019/11714,Plg 12658734,PT,Pry rd079m8x,K-350 N,Kebon Jeruk,9762500,Approved
2/18/2019,SO/UR/02-2019/11715,Plg 14867325,CV,Pry rd07x8m9,K-125,Green Lake,3935250,Approved
2/18/2019,SO/UR/02-2019/11716,Plg 15278346,Perorangan,Pry rx7m09d8,K-300,Sentul,164793750,Approved
2/18/2019,SO/UR/02-2019/11717,Plg 15268374,Perorangan,Pry rx7d09m8,K-300,Tanah Abang,1925000,Approved
2/18/2019,SO/UR/02-2019/11718,Plg 15278364,Perorangan,Pry rx7m098d,K-300 N,Cikupa,6875000,Approved
2/18/2019,SO/UR/02-2019/11719,Plg 15278436,PT,Pry rx7m08d9,K-500,Cakung,19552500,Approved
2/18/2019,SO/UR/02-2019/11720,Plg 12674358,Perorangan,Pry rd078xm9,K-350,Dadap,14071750,Approved
2/18/2019,SO/UR/02-2019/11721,Plg 12674358,Perorangan,Pry rd078xm9,K-350,Dadap,24123000,Approved
2/18/2019,SO/UR/02-2019/11722,Plg 12546837,CV,Pry rx7m089d,K-350,Bekasi,6294750,Approved
2/18/2019,SO/UR/02-2019/11723,Plg 14865732,Perorangan,Pry rx8md709,K-300,Cakung,6417125,Approved
2/18/2019,SO/UR/02-2019/11724,Plg 14825367,Perorangan,Pry rx98md07,K-250,Delta Mas,11797500,Approved
2/18/2019,SO/UR/02-2019/11725,Plg 15278463,Perorangan,Pry rdm0987x,K-250,Pulo Gadung,13013000,Approved
2/18/2019,SO/UR/02-2019/11727,Plg 15278634,Perorangan,Pry rx7m9d08,K-350,Kebon Jeruk,14245000,Approved
2/18/2019,SO/UR/02-2019/11728,Plg 14837625,CV,Pry rx970dm8,K-250,Dawuan,11137500,Approved
2/18/2019,SO/UR/02-2019/11729,Plg 15278643,Perorangan,Pry rx8m0d79,K-300,Dawuan,4998125,Approved
2/18/2019,SO/UR/02-2019/11731,Plg 13725846,PT,Pry rm9d0x78,K-450 N,Palimanan,61558750,Approved
2/18/2019,SO/UR/02-2019/11732,Plg 14875623,Perorangan,Pry rx8m790d,K-225,Cibitung,8415000,Approved
2/18/2019,SO/UR/02-2019/11733,Plg 12864357,Perorangan,Pry rdm90x78,K-350,Sentul,44962500,Approved
2/18/2019,SO/UR/02-2019/11734,Plg 15283467,Perorangan,Pry rx7m9d80,K-250,Green Lake,6737500,Approved
2/18/2019,SO/UR/02-2019/11735,Plg 13425867,PT,Pry rmd0897x,K-375,Cibitung,72187500,Approved
2/18/2019,SO/UR/02-2019/11736,Plg 13528746,PT,Pry rmxd8907,K-225,Bandung Barat,13667500,Approved
2/18/2019,SO/UR/02-2019/11737,Plg 14326857,PT,Pry rd98x0m7,K-300,Taman Anggrek II,1925000,Approved
2/18/2019,SO/UR/02-2019/11738,Plg 15283476,CV,Pry rd0xm879,K-350,Sentul,8765625,Approved
2/18/2019,SO/UR/02-2019/11740,Plg 14327856,Perorangan,Pry rm80x79d,K-300,Dadap,12936000,Approved
2/18/2019,SO/UR/02-2019/11741,Plg 14836275,Perorangan,Pry rdmx0798,K-175,Sentul,4874375,Approved
2/18/2019,SO/UR/02-2019/11742,Plg 15276483,Perorangan,Pry rx7md980,K-225,Sentul,1674750,Approved
2/18/2019,SO/UR/02-2019/11743,Plg 12347865,PT,Pry rmd9x087,K-250,Delta Mas,12333750,Approved
2/18/2019,SO/UR/02-2019/11744,Plg 12467853,PT,Pry rdx0978m,K-300,Casablanca,990000,Approved
2/18/2019,SO/UR/02-2019/11745,Plg 12538467,PT,Pry rdx807m9,K-350,BSD,101062500,Approved
2/18/2019,SO/UR/02-2019/11746,Plg 12785634,PT,Pry rd8xm709,K-300,Cikupa,5857500,Approved
2/18/2019,SO/UR/02-2019/11748,Plg 15283647,Perorangan,Pry rx7m90d8,"K-100 ,B0-0 ",Bekasi,11550000,Approved
2/18/2019,SO/UR/02-2019/11749,Plg 15283647,Perorangan,Pry rx7m90d8,K-300,Bekasi,25410000,Approved
2/18/2019,SO/UR/02-2019/11750,Plg 15283674,Perorangan,Pry rx7m908d,K-300,BSD,35612500,Approved
2/18/2019,SO/UR/02-2019/11751,Plg 15276483,Perorangan,Pry rx7md980,K-225,Sentul,5861625,Approved
2/18/2019,SO/UR/02-2019/11752,Plg 12346587,PT,Pry rx7m98d0,K-250,Lenteng Agung,12931875,Approved
2/18/2019,SO/UR/02-2019/11753,Plg 15283746,Perorangan,Pry rx7m980d,K-225,Casablanca,19250000,Approved
2/18/2019,SO/UR/02-2019/11754,Plg 13567284,Perorangan,Pry rmx9d087,K-300,Bandung Barat,5857500,Approved
2/18/2019,SO/UR/02-2019/11755,Plg 14267385,Perorangan,Pry rm7x890d,K-225,Green Lake,23702250,Approved
2/18/2019,SO/UR/02-2019/11756,Plg 15278436,PT,Pry rx7m08d9,K-500,Cakung,1629375,Approved
2/18/2019,SO/UR/02-2019/11757,Plg 15283764,Perorangan,Pry rdmx0798,K-225,Cibubur,5247000,Approved
2/18/2019,SO/UR/02-2019/11759,Plg 14257836,Perorangan,Pry rm7xd809,K-300,Tambak Sumur,13994750,Approved
2/18/2019,SO/UR/02-2019/11761,Plg 15284367,Perorangan,Pry rx7m8d09,K-225,Bandung Timur,12720125,Approved
2/18/2019,SO/UR/02-2019/11762,Plg 13487625,Perorangan,Pry rd780x9m,K-300 N,Bandung Barat,5775000,Approved
2/18/2019,SO/UR/02-2019/11763,Plg 15284376,Perorangan,Pry rdmx0798,K-300,Palimanan,34650000,Approved
2/18/2019,SO/UR/02-2019/11765,Plg 12357846,PT,Pry rx7m8d90,K-225,Lenteng Agung,10197000,Approved
2/19/2019,SO/UR/02-2019/11766,Plg 12875643,Perorangan,Pry rx7m80d9,K-250,Sentul,11385000,Approved
2/19/2019,SO/UR/02-2019/11767,Plg 13874562,Perorangan,Pry rx8d7m90,K-225 N,Bandung Barat,12691250,Approved
2/19/2019,SO/UR/02-2019/11768,Plg 13254867,Perorangan,Pry rdm8097x,K-300,Cibubur,11550000,Approved
2/19/2019,SO/UR/02-2019/11769,Plg 13427658,PT,Pry rmd0789x,K-225,Delta Mas,34980000,Approved
2/19/2019,SO/UR/02-2019/11770,Plg 13576842,PT,Pry rmx8d970,K-300 N,Dawuan,16390000,Approved
2/19/2019,SO/UR/02-2019/11771,Plg 12863745,PT,Pry rd8790mx,K-300,Sentul,56182500,Approved
2/19/2019,SO/UR/02-2019/11772,Plg 15284637,PT,Pry rx7m809d,K-300 N,Dawuan,43752500,Approved
2/19/2019,SO/UR/02-2019/11773,Plg 15284673,Perorangan,Pry rdmx0798,K-250,Lenteng Agung,20570000,Approved
2/19/2019,SO/UR/02-2019/11775,Plg 13875426,Perorangan,Pry rdmx0798,K-300 N,Lenteng Agung,94050000,Approved
2/19/2019,SO/UR/02-2019/11776,Plg 14857362,Perorangan,Pry rx8d09m7,K-350,Cakung,13299000,Approved
2/19/2019,SO/UR/02-2019/11777,Plg 12876543,PT,Pry rd7x098m,K-350 N,Sentul,42845000,Approved
2/19/2019,SO/UR/02-2019/11778,Plg 13824576,Perorangan,Pry rm978xd0,K-350,Sentul,4991250,Approved
2/19/2019,SO/UR/02-2019/11780,Plg 15284736,Perorangan,Pry rx7m89d0,K-300,Kebon Jeruk,28875000,Approved
2/19/2019,SO/UR/02-2019/11782,Plg 15284763,Perorangan,Pry rx7m890d,K-225,Kebon Jeruk,10642500,Approved
2/19/2019,SO/UR/02-2019/11783,Plg 13426758,Perorangan,Pry rmd07x89,K-225,Delta Mas,6160000,Approved
2/19/2019,SO/UR/02-2019/11784,Plg 15286347,Perorangan,Pry rx70dm98,K-225,BSD,4226063,Approved
2/19/2019,SO/UR/02-2019/11785,Plg 12674385,Perorangan,Pry rx70dm89,K-300,Dadap,74910000,Approved
2/19/2019,SO/UR/02-2019/11787,Plg 12538764,Perorangan,Pry rdmx0798,K-350,Lenteng Agung,13227500,Approved
2/19/2019,SO/UR/02-2019/11788,Plg 12487635,Perorangan,Pry rdx9708m,K-300 N,Tanah Abang,36135000,Approved
2/19/2019,SO/UR/02-2019/11789,Plg 12546837,CV,Pry rx7m089d,K-350,Bekasi,4496250,Approved
2/19/2019,SO/UR/02-2019/11790,Plg 15286374,PT,Pry rx70d9m8,K-125 N,Cibitung,5861625,Approved
2/19/2019,SO/UR/02-2019/11791,Plg 12543876,Perorangan,Pry rdx870m9,K-225,Lenteng Agung,5610000,Approved
2/19/2019,SO/UR/02-2019/11793,Plg 12538764,Perorangan,Pry rdmx0798,K-350,Lenteng Agung,10175000,Approved
2/19/2019,SO/UR/02-2019/11794,Plg 14327856,Perorangan,Pry rm80x79d,K-300,Dadap,1848000,Approved
2/19/2019,SO/UR/02-2019/11795,Plg 14826357,Perorangan,Pry rx98m70d,K-225,Delta Mas,5172750,Approved
2/19/2019,SO/UR/02-2019/11796,Plg 13864257,PT,Pry rm8079dx,K-300,Sentul,3850000,Approved
2/19/2019,SO/UR/02-2019/11797,Plg 15286437,Perorangan,Pry rdm90x78,K-300,Cakung,6342875,Approved
2/19/2019,SO/UR/02-2019/11798,Plg 14782635,Perorangan,Pry rx90d87m,K-300 N,Lenteng Agung,4013625,Approved
2/19/2019,SO/UR/02-2019/11799,Plg 14378256,PT,Pry rxd9870m,K-300 N,Cakung,19250000,Approved
2/19/2019,SO/UR/02-2019/11800,Plg 15247836,CV,Pry rdx870m9,K-225,Cakung,6208125,Approved
2/19/2019,SO/UR/02-2019/11801,Plg 13528467,Perorangan,Pry rxd97m08,K-350,Dawuan,4998125,Approved
2/19/2019,SO/UR/02-2019/11802,Plg 14836725,Perorangan,Pry rm89x0d7,K-350,Cibitung,5940000,Approved
2/19/2019,SO/UR/02-2019/11803,Plg 12538764,Perorangan,Pry rdmx0798,K-350,Lenteng Agung,1017500,Approved
2/19/2019,SO/UR/02-2019/11804,Plg 13864257,PT,Pry rm8079dx,K-300,Sentul,2887500,Approved
2/19/2019,SO/UR/02-2019/11805,Plg 13684725,PT,Pry rm07d9x8,K-250 N,Kertajati Cirebon,49500000,Approved
2/19/2019,SO/UR/02-2019/11806,Plg 15286473,PT,Pry rd97mx08,K-300,Sentul,57373250,Approved
2/19/2019,SO/UR/02-2019/11807,Plg 14867325,CV,Pry rd07x8m9,K-125,Green Lake,3935250,Approved
2/19/2019,SO/UR/02-2019/11808,Plg 14568237,PT,Pry rx70d98m,K-250 N,Palimanan,32896875,Approved
2/19/2019,SO/UR/02-2019/11809,Plg 15286734,Perorangan,Pry rd8xm079,K-250,Cikupa,5626500,Approved
2/19/2019,SO/UR/02-2019/11811,Plg 15286743,PT,Pry rx70d8m9,K-250,Tanah Abang,7491000,Approved
2/22/2019,SO/UR/02-2019/12016,Plg 15364287,PT,Pry rx780m9d,K-300 N,Casablanca,14168000,Approved
2/19/2019,SO/UR/02-2019/11812,Plg 13487625,Perorangan,Pry rmd7980x,K-300 N,Bandung Barat,5018750,Approved
2/19/2019,SO/UR/02-2019/11813,Plg 15287346,Perorangan,Pry rdx8970m,K-275 N,Bandung Timur,6006000,Approved
2/19/2019,SO/UR/02-2019/11814,Plg 15287364,Perorangan,Pry rx70d89m,K-250,Green Lake,8538750,Approved
2/19/2019,SO/UR/02-2019/11815,Plg 15287436,Perorangan,Pry rx70md98,K-225,Cibitung,9350000,Approved
2/19/2019,SO/UR/02-2019/11816,Plg 13426758,Perorangan,Pry rmd07x89,K-225,Delta Mas,12320000,Approved
2/19/2019,SO/UR/02-2019/11817,Plg 13842576,Perorangan,Pry rmd809x7,K-300 N,Cibitung,13818750,Approved
2/19/2019,SO/UR/02-2019/11818,Plg 13842576,Perorangan,Pry rmd809x7,K-300 N,Cibitung,9212500,Approved
2/19/2019,SO/UR/02-2019/11819,Plg 13842576,Perorangan,Pry rx70md89,K-300 N,Cakung,10133750,Approved
2/19/2019,SO/UR/02-2019/11821,Plg 13427568,Perorangan,Pry rmd07x89,K-250 N,Cibitung,9982500,Approved
2/19/2019,SO/UR/02-2019/11824,Plg 12543678,Perorangan,Pry rdx897m0,K-300,BSD,46674375,Approved
2/19/2019,SO/UR/02-2019/11825,Plg 12543678,Perorangan,Pry rdx897m0,K-300,BSD,46674375,Approved
